ortho,phon,lemme,cgram,nombre,freqlemfilms2,islem,syll,cv-cv,logfreq
bail,baj,bail,NOM,s,11.49,1,baj,CVY,2.441485795042983
troupeau,tRupo,troupeau,NOM,s,11.48,1,tRu-po,CCV-CV,2.4406151016548754
calcul,kalkyl,calcul,NOM,s,11.47,1,kal-kyl,CVC-CVC,2.4397436494990896
évidence,evid@s,évidence,NOM,s,11.47,1,e-vi-d@s,V-CV-CVC,2.4397436494990896
télégramme,telegRam,télégramme,NOM,s,11.44,1,te-le-gRam,CV-CV-CCVC,2.4371247271721885
majorité,maZoRite,majorité,NOM,s,11.43,1,ma-Zo-Ri-te,CV-CV-CV-CV,2.4362502266748347
graine,gRen,graine,NOM,s,11.41,1,gRen,CCVC,2.434498928077472
piqûre,pikyR,piqûre,NOM,s,11.41,1,pi-kyR,CV-CVC,2.434498928077472
valet,vale,valet,NOM,s,11.4,1,va-le,CV-CV,2.4336221272918013
cheminée,S°mine,cheminée,NOM,s,11.39,1,S°-mi-ne,CV-CV-CV,2.4327445570518056
maquillage,makijaZ,maquillage,NOM,s,11.39,1,ma-ki-jaZ,CV-CV-YVC,2.4327445570518056
technique,teknik,technique,NOM,s,11.39,1,tek-nik,CVC-CVC,2.4327445570518056
grec,gRek,grec,NOM,s,11.36,1,gRek,CCVC,2.430107216071162
sirène,siRen,sirène,NOM,s,11.35,1,si-Ren,CV-CVC,2.429226554461286
slip,slip,slip,NOM,s,11.35,1,slip,CCVC,2.429226554461286
obligation,obligasj§,obligation,NOM,s,11.34,1,o-bli-ga-sj§,V-CCV-CV-CYV,2.4283451166028764
proche,pRoS,proche,NOM,s,11.31,1,pRoS,CCVC,2.425696131821921
crapaud,kRapo,crapaud,NOM,s,11.3,1,kRa-po,CCV-CV,2.42481157523666
album,albom,album,NOM,s,11.29,1,al-bom,VC-CVC,2.4239262355182696
gonzesse,g§zes,gonzesse,NOM,s,11.29,1,g§-zes,CV-CVC,2.4239262355182696
déposition,depozisj§,déposition,NOM,s,11.25,1,de-po-zi-sj§,CV-CV-CV-CYV,2.420377017499812
engin,@Z1,engin,NOM,s,11.25,1,@-Z1,V-CV,2.420377017499812
éclair,ekleR,éclair,NOM,s,11.25,1,e-kleR,V-CCVC,2.420377017499812
remarque,R°maRk,remarque,NOM,s,11.24,1,R°-maRk,CV-CVCC,2.4194877412231217
idéal,ideal,idéal,NOM,s,11.22,1,i-de-al,V-CV-VC,2.4177068127108043
budget,bydZe,budget,NOM,s,11.21,1,byd-Ze,CVC-CV,2.4168151576508814
reportage,R°poRtaZ,reportage,NOM,s,11.16,1,R°-poR-taZ,CV-CVC-CVC,2.4123449174864957
ambition,@bisj§,ambition,NOM,s,11.15,1,@-bi-sj§,V-CV-CYV,2.4114484664757754
aveu,av2,aveu,NOM,s,11.15,1,a-v2,V-CV,2.4114484664757754
bénédiction,benediksj§,bénédiction,NOM,s,11.15,1,be-ne-dik-sj§,CV-CV-CVC-CYV,2.4114484664757754
concierge,k§sjeRZ,concierge,NOM,s,11.15,1,k§-sjeRZ,CV-CYVCC,2.4114484664757754
création,kReasj§,création,NOM,s,11.15,1,kRe-a-sj§,CCV-V-CYV,2.4114484664757754
menu,m°ny,menu,NOM,s,11.15,1,m°-ny,CV-CV,2.4114484664757754
banane,banan,banane,NOM,s,11.14,1,ba-nan,CV-CVC,2.41055121111953
sous-marin,sumaR1,sous-marin,NOM,s,11.14,1,su-ma-R1,CV-CV-CV,2.41055121111953
alibi,alibi,alibi,NOM,s,11.13,1,a-li-bi,V-CV-CV,2.409653149973057
logement,loZ°m@,logement,NOM,s,11.13,1,lo-Z°-m@,CV-CV-CV,2.409653149973057
fichier,fiSje,fichier,NOM,s,11.1,1,fi-Sje,CV-CYV,2.4069541172867166
second,s°g§,second,NOM,s,11.09,1,s°-g§,CV-CV,2.406052818454173
dizaine,dizen,dizaine,NOM,s,11.08,1,di-zen,CV-CVC,2.4051507065491684
transfert,tR@sfeR,transfert,NOM,s,11.07,1,tR@s-feR,CCVC-CVC,2.404247780103412
délai,dele,délai,NOM,s,11.04,1,de-le,CV-CV,2.4015340987789404
champignon,S@piN§,champignon,NOM,s,11.03,1,S@-pi-N§,CV-CV-CV,2.4006278994074504
poursuite,puRs8it,poursuite,NOM,s,11.03,1,puR-s8it,CVC-CYVC,2.4006278994074504
peso,pezo,peso,NOM,s,11.02,1,pe-zo,CV-CV,2.3997208780937593
grille,gRij,grille,NOM,s,11.01,1,gRij,CCVY,2.398813033345476
chameau,Samo,chameau,NOM,s,10.99,1,Sa-mo,CV-CV,2.396994867555206
crayon,kRej§,crayon,NOM,s,10.97,1,kRe-j§,CCV-YV,2.395173390015873
adversaire,adveRseR,adversaire,NOM,s,10.96,1,ad-veR-seR,VC-CVC-CVC,2.3942614055658367
cavalier,kavalje,cavalier,NOM,s,10.95,1,ka-va-lje,CV-CV-CYV,2.393348588640901
conducteur,k§dykt2R,conducteur,NOM,s,10.94,1,k§-dyk-t2R,CV-CVC-CVC,2.392434937719883
communiste,komynist,communiste,NOM,s,10.93,1,ko-my-nist,CV-CV-CVCC,2.391520451277427
look,luk,look,NOM,s,10.93,1,luk,CVC,2.391520451277427
citron,sitR§,citron,NOM,s,10.92,1,si-tR§,CV-CCV,2.390605127783987
balai,bale,balai,NOM,s,10.91,1,ba-le,CV-CV,2.3896889657058145
canne,kan,canne,NOM,s,10.91,1,kan,CVC,2.3896889657058145
testament,testam@,testament,NOM,s,10.9,1,tes-ta-m@,CVC-CV-CV,2.388771963504941
pétrin,petR1,pétrin,NOM,s,10.89,1,pe-tR1,CV-CCV,2.3878541196391634
brouillard,bRujaR,brouillard,NOM,s,10.88,1,bRu-jaR,CCV-YVC,2.3869354325620287
caution,kosj§,caution,NOM,s,10.88,1,ko-sj§,CV-CYV,2.3869354325620287
destination,destinasj§,destination,NOM,s,10.88,1,des-ti-na-sj§,CVC-CV-CV-CYV,2.3869354325620287
messager,mesaZe,messager,NOM,s,10.87,1,me-sa-Ze,CV-CV-CV,2.3860159007228163
t-shirt,tiS2Rt,t-shirt,NOM,s,10.87,1,ti-S2Rt,CV-CVCC,2.3860159007228163
trottoir,tRotwaR,trottoir,NOM,s,10.87,1,tRo-twaR,CCV-CYVC,2.3860159007228163
condoléance,k§dole@s,condoléance,NOM,s,10.82,1,k§-do-le-@s,CV-CV-CV-VC,2.3814055155198046
héritier,eRitje,héritier,NOM,s,10.82,1,e-Ri-tje,V-CV-CYV,2.3814055155198046
taureau,toRo,taureau,NOM,s,10.82,1,to-Ro,CV-CV,2.3814055155198046
représentant,R°pRez@t@,représentant,NOM,s,10.81,1,R°-pRe-z@-t@,CV-CCV-CV-CV,2.3804808823021317
intimité,1timite,intimité,NOM,s,10.8,1,1-ti-mi-te,V-CV-CV-CV,2.3795553933465667
circulation,siRkylasj§,circulation,NOM,s,10.78,1,siR-ky-la-sj§,CVC-CV-CV-CYV,2.377701841875673
camionnette,kamjonet,camionnette,NOM,s,10.77,1,ka-mjo-net,CV-CYV-CVC,2.3767737761762593
phénomène,fenomen,phénomène,NOM,s,10.77,1,fe-no-men,CV-CV-CVC,2.3767737761762593
privé,pRive,privé,NOM,s,10.77,1,pRi-ve,CCV-CV,2.3767737761762593
poker,pokeR,poker,NOM,s,10.76,1,po-keR,CV-CVC,2.37584484837075
steak,stek,steak,NOM,s,10.76,1,stek,CCVC,2.37584484837075
travailleur,tRavaj2R,travailleur,NOM,s,10.76,1,tRa-va-j2R,CCV-CV-YVC,2.37584484837075
expédition,ekspedisj§,expédition,NOM,s,10.74,1,ek-spe-di-sj§,VC-CCV-CV-CYV,2.3739844000243364
vase,vaz,vase,NOM,s,10.74,1,vaz,CVC,2.3739844000243364
karma,kaRma,karma,NOM,s,10.73,1,kaR-ma,CVC-CV,2.3730528762636713
débat,deba,débat,NOM,s,10.7,1,de-ba,CV-CV,2.370253087218581
crochet,kRoSe,crochet,NOM,s,10.69,1,kRo-Se,CCV-CV,2.3693180795301507
simple,s1pl,simple,NOM,s,10.67,1,s1pl,CVCC,2.3674454373409723
thèse,tez,thèse,NOM,s,10.67,1,tez,CVC,2.3674454373409723
écrit,ekRi,écrit,NOM,s,10.67,1,e-kRi,V-CCV,2.3674454373409723
équilibre,ekilibR,équilibre,NOM,s,10.66,1,e-ki-libR,V-CV-CVCC,2.366507799556738
obstacle,opstakl,obstacle,NOM,s,10.65,1,op-stakl,VC-CCVCC,2.365569281782713
briquet,bRike,briquet,NOM,s,10.64,1,bRi-ke,CCV-CV,2.3646298823655734
innocence,inos@s,innocence,NOM,s,10.63,1,i-no-s@s,V-CV-CVC,2.3636895996473313
désespoir,dezespwaR,désespoir,NOM,s,10.62,1,de-zes-pwaR,CV-CVC-CYVC,2.3627484319653176
infection,1feksj§,infection,NOM,s,10.62,1,1-fek-sj§,V-CVC-CYV,2.3627484319653176
proie,pRwa,proie,NOM,s,10.61,1,pRwa,CCYV,2.361806377652164
ivrogne,ivRoN,ivrogne,NOM,s,10.6,1,i-vRoN,V-CCVC,2.360863435035786
rançon,R@s§,rançon,NOM,s,10.6,1,R@-s§,CV-CV,2.360863435035786
par,paR,par,NOM,s,10.58,1,paR,CVC,2.3589748781813267
allure,alyR,allure,NOM,s,10.57,1,a-lyR,V-CVC,2.3580292605753312
bonhomme,bonom,bonhomme,NOM,s,10.57,1,bo-nom,CV-CVC,2.3580292605753312
perle,peRl,perle,NOM,s,10.57,1,peRl,CVCC,2.3580292605753312
terrasse,teRas,terrasse,NOM,s,10.57,1,te-Ras,CV-CVC,2.3580292605753312
attrape,atRap,attrape,NOM,s,10.55,1,a-tRap,V-CCVC,2.356135338550139
balcon,balk§,balcon,NOM,s,10.53,1,bal-k§,CVC-CV,2.354237822776954
insulte,1sylt,insulte,NOM,s,10.49,1,1-sylt,V-CVCC,2.350431955251233
jet,dZet,jet,NOM,s,10.49,1,dZet,CCVC,2.350431955251233
coupure,kupyR,coupure,NOM,s,10.48,1,ku-pyR,CV-CVC,2.3494782208321046
horloge,oRloZ,horloge,NOM,s,10.48,1,oR-loZ,VC-CVC,2.3494782208321046
coiffure,kwafyR,coiffure,NOM,s,10.46,1,kwa-fyR,CYV-CVC,2.3475680188205237
coutume,kutym,coutume,NOM,s,10.46,1,ku-tym,CV-CVC,2.3475680188205237
fiche,fiS,fiche,NOM,s,10.46,1,fiS,CVC,2.3475680188205237
pharmacie,faRmasi,pharmacie,NOM,s,10.46,1,faR-ma-si,CVC-CV-CV,2.3475680188205237
complot,k§plo,complot,NOM,s,10.45,1,k§-plo,CV-CCV,2.346611547743024
référence,RefeR@s,référence,NOM,s,10.45,1,Re-fe-R@s,CV-CV-CVC,2.346611547743024
original,oRiZinal,original,NOM,s,10.44,1,o-Ri-Zi-nal,V-CV-CV-CVC,2.3456541609526798
gangster,g@gsteR,gangster,NOM,s,10.43,1,g@g-steR,CVC-CCVC,2.3446958566944276
dépression,depResj§,dépression,NOM,s,10.41,1,de-pRe-sj§,CV-CCV-CYV,2.3427764887286733
privilège,pRivileZ,privilège,NOM,s,10.41,1,pRi-vi-leZ,CCV-CV-CVC,2.3427764887286733
souhait,swe,souhait,NOM,s,10.41,1,swe,CYV,2.3427764887286733
barque,baRk,barque,NOM,s,10.4,1,baRk,CVCC,2.3418154214857148
député,depyte,député,NOM,s,10.4,1,de-py-te,CV-CV-CV,2.3418154214857148
boeuf,b2f,boeuf,NOM,s,10.39,1,b2f,CVC,2.3408534297038956
invention,1v@sj§,invention,NOM,s,10.37,1,1-v@-sj§,V-CV-CYV,2.3389266653964835
parrain,paR1,parrain,NOM,s,10.37,1,pa-R1,CV-CV,2.3389266653964835
radar,RadaR,radar,NOM,s,10.36,1,Ra-daR,CV-CVC,2.3379618892944043
ciné,sine,ciné,NOM,s,10.35,1,si-ne,CV-CV,2.3369961815004516
plafond,plaf§,plafond,NOM,s,10.34,1,pla-f§,CCV-CV,2.3360295402134015
migraine,migRen,migraine,NOM,s,10.32,1,mi-gRen,CV-CCVC,2.3340934499289503
philosophie,filozofi,philosophie,NOM,s,10.32,1,fi-lo-zo-fi,CV-CV-CV-CV,2.3340934499289503
quantité,k@tite,quantité,NOM,s,10.3,1,k@-ti-te,CV-CV-CV,2.332153603926325
flot,flo,flot,NOM,s,10.28,1,flo,CCV,2.3302099876061653
cocktail,koktel,cocktail,NOM,s,10.27,1,kok-tel,CVC-CVC,2.329236760991406
jeton,Z°t§,jeton,NOM,s,10.27,1,Z°-t§,CV-CV,2.329236760991406
moral,moRal,moral,NOM,s,10.27,1,mo-Ral,CV-CVC,2.329236760991406
physique,fizik,physique,NOM,s,10.27,1,fi-zik,CV-CVC,2.329236760991406
fidélité,fidelite,fidélité,NOM,s,10.26,1,fi-de-li-te,CV-CV-CV-CV,2.3282625862838198
précaution,pRekosj§,précaution,NOM,s,10.26,1,pRe-ko-sj§,CCV-CV-CYV,2.3282625862838198
frein,fR1,frein,NOM,s,10.25,1,fR1,CCV,2.3272874616343877
wagon,vag§,wagon,NOM,s,10.24,1,va-g§,CV-CV,2.3263113851886783
arrangement,aR@Z°m@,arrangement,NOM,s,10.23,1,a-R@-Z°-m@,V-CV-CV-CV,2.3253343550868237
assistance,asist@s,assistance,NOM,s,10.23,1,a-sis-t@s,V-CVC-CVC,2.3253343550868237
circuit,siRk8i,circuit,NOM,s,10.23,1,siR-k8i,CVC-CYV,2.3253343550868237
soda,soda,soda,NOM,s,10.23,1,so-da,CV-CV,2.3253343550868237
caporal,kapoRal,caporal,NOM,s,10.22,1,ka-po-Ral,CV-CV-CVC,2.3243563694635005
cristal,kRistal,cristal,NOM,s,10.22,1,kRis-tal,CCVC-CVC,2.3243563694635005
tombeau,t§bo,tombeau,NOM,s,10.22,1,t§-bo,CV-CV,2.3243563694635005
vaurien,voRj1,vaurien,NOM,s,10.22,1,vo-Rj1,CV-CYV,2.3243563694635005
tambour,t@buR,tambour,NOM,s,10.2,1,t@-buR,CV-CVC,2.322397524163736
coude,kud,coude,NOM,s,10.19,1,kud,CVC,2.3214166607291697
environnement,@viRon°m@,environnement,NOM,s,10.19,1,@-vi-Ro-n°-m@,V-CV-CV-CV-CV,2.3214166607291697
litre,litR,litre,NOM,s,10.19,1,litR,CVCC,2.3214166607291697
certitude,seRtityd,certitude,NOM,s,10.18,1,seR-ti-tyd,CVC-CV-CVC,2.3204348342568406
compassion,k§pasj§,compassion,NOM,s,10.15,1,k§-pa-sj§,CV-CV-CYV,2.317483557656012
pratique,pRatik,pratique,NOM,s,10.15,1,pRa-tik,CCV-CVC,2.317483557656012
séparation,sepaRasj§,séparation,NOM,s,10.15,1,se-pa-Ra-sj§,CV-CV-CV-CYV,2.317483557656012
flûte,flyt,flûte,NOM,s,10.13,1,flyt,CCVC,2.3155111898801795
base-ball,bezbol,base-ball,NOM,s,10.12,1,bez-bol,CVC-CVC,2.314523545233423
fréquence,fRek@s,fréquence,NOM,s,10.12,1,fRe-k@s,CCV-CVC,2.314523545233423
morgue,moRg,morgue,NOM,s,10.12,1,moRg,CVCC,2.314523545233423
nièce,njes,nièce,NOM,s,10.1,1,njes,CYVC,2.312545324788298
pelle,pel,pelle,NOM,s,10.1,1,pel,CVC,2.312545324788298
revue,R°vy,revue,NOM,s,10.1,1,R°-vy,CV-CV,2.312545324788298
coton,kot§,coton,NOM,s,10.09,1,ko-t§,CV-CV,2.3115547451191807
domestique,domestik,domestique,NOM,s,10.09,1,do-mes-tik,CV-CVC-CVC,2.3115547451191807
fusée,fyze,fusée,NOM,s,10.09,1,fy-ze,CV-CV,2.3115547451191807
disparu,dispaRy,disparu,NOM,s,10.07,1,dis-pa-Ry,CVC-CV-CV,2.309570637167758
serrure,seRyR,serrure,NOM,s,10.07,1,se-RyR,CV-CVC,2.309570637167758
spécialité,spesjalite,spécialité,NOM,s,10.06,1,spe-sja-li-te,CCV-CYV-CV-CV,2.308577104980041
explosif,eksplozif,explosif,NOM,s,10.04,1,ek-splo-zif,VC-CCCV-CVC,2.3065870743733434
inquiétude,1kjetyd,inquiétude,NOM,s,10.04,1,1-kje-tyd,V-CYV-CVC,2.3065870743733434
propre,pRopR,propre,NOM,s,10.04,1,pRopR,CCVCC,2.3065870743733434
académie,akademi,académie,NOM,s,10.03,1,a-ka-de-mi,V-CV-CV-CV,2.305590572013874
caillou,kaju,caillou,NOM,s,10.02,1,ka-ju,CV-YV,2.3045930756468387
faible,febl,faible,NOM,s,10.02,1,febl,CVCC,2.3045930756468387
paye,pej,paye,NOM,s,10.01,1,pej,CVY,2.3035945832872193
poignet,pwaNe,poignet,NOM,s,10.0,1,pwa-Ne,CYV-CV,2.302595092944046
bac,bak,bac,NOM,s,9.99,1,bak,CVC,2.3015946026203724
architecte,aRSitekt,architecte,NOM,s,9.98,1,aR-Si-tekt,VC-CV-CVCC,2.3005931103132524
gentil,Z@ti,gentil,NOM,s,9.98,1,Z@-ti,CV-CV,2.3005931103132524
ruse,Ryz,ruse,NOM,s,9.98,1,Ryz,CVC,2.3005931103132524
derrière,deRjeR,derrière,NOM,s,9.95,1,de-RjeR,CV-CYVC,2.2975826013712544
préféré,pRefeRe,préféré,NOM,s,9.95,1,pRe-fe-Re,CCV-CV-CV,2.2975826013712544
profession,pRofesj§,profession,NOM,s,9.93,1,pRo-fe-sj§,CCV-CV-CYV,2.2955705484998283
mélange,mel@Z,mélange,NOM,s,9.9,1,me-l@Z,CV-CVC,2.2925448580996304
poignard,pwaNaR,poignard,NOM,s,9.89,1,pwa-NaR,CYV-CVC,2.2915342568069605
récit,Resi,récit,NOM,s,9.89,1,Re-si,CV-CV,2.2915342568069605
maillot,majo,maillot,NOM,s,9.88,1,ma-jo,CV-YV,2.2905226331660447
cafard,kafaR,cafard,NOM,s,9.87,1,ka-faR,CV-CVC,2.289509985106324
mèche,meS,mèche,NOM,s,9.87,1,meS,CVC,2.289509985106324
nichon,niS§,nichon,NOM,s,9.85,1,ni-S§,CV-CV,2.2874816074167272
euro,2Ro,euro,NOM,s,9.84,1,2-Ro,V-CV,2.286465873614149
bourreau,buRo,bourreau,NOM,s,9.83,1,bu-Ro,CV-CV,2.285449107047311
récolte,Rekolt,récolte,NOM,s,9.83,1,Re-kolt,CV-CVCC,2.285449107047311
orbite,oRbit,orbite,NOM,s,9.81,1,oR-bit,VC-CVC,2.283412467205235
stratégie,stRateZi,stratégie,NOM,s,9.8,1,stRa-te-Zi,CCCV-CV-CV,2.2823925897060975
armoire,aRmwaR,armoire,NOM,s,9.79,1,aR-mwaR,VC-CYVC,2.2813716709948477
affiche,afiS,affiche,NOM,s,9.78,1,a-fiS,V-CVC,2.280349708943327
porno,poRno,porno,NOM,s,9.77,1,poR-no,CVC-CV,2.279326701416844
remise,R°miz,remise,NOM,s,9.77,1,R°-miz,CV-CVC,2.279326701416844
soulier,sulje,soulier,NOM,s,9.76,1,su-lje,CV-CYV,2.2783026462741516
achat,aSa,achat,NOM,s,9.75,1,a-Sa,V-CV,2.2772775413674156
entrepôt,@tR°po,entrepôt,NOM,s,9.75,1,@-tR°-po,V-CCV-CV,2.2772775413674156
señor,seNoR,señor,NOM,s,9.75,1,se-NoR,CV-CVC,2.2772775413674156
fondation,f§dasj§,fondation,NOM,s,9.74,1,f§-da-sj§,CV-CV-CYV,2.276251384542191
casquette,kasket,casquette,NOM,s,9.73,1,kas-ket,CVC-CVC,2.2752241736373926
culot,kylo,culot,NOM,s,9.73,1,ky-lo,CV-CV,2.2752241736373926
formulaire,foRmyleR,formulaire,NOM,s,9.73,1,foR-my-leR,CVC-CV-CVC,2.2752241736373926
col,kol,col,NOM,s,9.72,1,kol,CVC,2.2741959064852697
bétail,betaj,bétail,NOM,s,9.71,1,be-taj,CV-CVY,2.273166580911377
ordonnance,oRdon@s,ordonnance,NOM,s,9.71,1,oR-do-n@s,VC-CV-CVC,2.273166580911377
orteil,oRtej,orteil,NOM,s,9.71,1,oR-tej,VC-CVY,2.273166580911377
plein,pl1,plein,NOM,s,9.7,1,pl1,CCV,2.2721361947345473
évasion,evazj§,évasion,NOM,s,9.69,1,e-va-zj§,V-CV-CYV,2.2711047457668654
perruque,peRyk,perruque,NOM,s,9.68,1,pe-Ryk,CV-CVC,2.270072231813638
fusillade,fyzijad,fusillade,NOM,s,9.63,1,fy-zi-jad,CV-CV-YVC,2.2648936099721104
transmission,tR@smisj§,transmission,NOM,s,9.63,1,tR@s-mi-sj§,CCVC-CV-CYV,2.2648936099721104
dimension,dim@sj§,dimension,NOM,s,9.62,1,di-m@-sj§,CV-CV-CYV,2.2638546596339824
mule,myl,mule,NOM,s,9.62,1,myl,CVC,2.2638546596339824
fourmi,fuRmi,fourmi,NOM,s,9.61,1,fuR-mi,CVC-CV,2.262814628755324
édition,edisj§,édition,NOM,s,9.61,1,e-di-sj§,V-CV-CYV,2.262814628755324
avertissement,aveRtis°m@,avertissement,NOM,s,9.6,1,a-veR-ti-s°-m@,V-CVC-CV-CV-CV,2.261773515086204
venue,v°ny,venue,NOM,s,9.6,1,v°-ny,CV-CV,2.261773515086204
mitrailleur,mitRaj2R,mitrailleur,NOM,s,9.59,1,mi-tRa-j2R,CV-CCV-YVC,2.260731316369656
argument,aRgym@,argument,NOM,s,9.58,1,aR-gy-m@,VC-CV-CV,2.2596880303416507
sieste,sjest,sieste,NOM,s,9.58,1,sjest,CYVCC,2.2596880303416507
massage,masaZ,massage,NOM,s,9.57,1,ma-saZ,CV-CVC,2.2586436547310633
respiration,RespiRasj§,respiration,NOM,s,9.56,1,Res-pi-Ra-sj§,CVC-CV-CV-CYV,2.257598187259648
sonnette,sonet,sonnette,NOM,s,9.55,1,so-net,CV-CVC,2.256551625642005
impact,1pakt,impact,NOM,s,9.54,1,1-pakt,V-CVCC,2.255503967585551
ronde,R§d,ronde,NOM,s,9.54,1,R§d,CVC,2.255503967585551
galaxie,galaksi,galaxie,NOM,s,9.53,1,ga-lak-si,CV-CVC-CV,2.254455210790491
pleur,pl2R,pleur,NOM,s,9.52,1,pl2R,CCVC,2.2534053529497857
enlèvement,@lev°m@,enlèvement,NOM,s,9.51,1,@-le-v°-m@,V-CV-CV-CV,2.2523543917491224
ambassade,@basad,ambassade,NOM,s,9.49,1,@-ba-sad,V-CV-CVC,2.250249149974116
acide,asid,acide,NOM,s,9.46,1,a-sid,V-CVC,2.2470829538324404
réussite,Reysit,réussite,NOM,s,9.46,1,Re-y-sit,CV-V-CVC,2.2470829538324404
scotch,skotS,scotch,NOM,s,9.45,1,skotS,CCVCC,2.2460253234602443
triomphe,tRij§f,triomphe,NOM,s,9.44,1,tRi-j§f,CCV-YVC,2.2449665733216406
jambon,Z@b§,jambon,NOM,s,9.43,1,Z@-b§,CV-CV,2.24390670104301
motel,motel,motel,NOM,s,9.43,1,mo-tel,CV-CVC,2.24390670104301
paille,paj,paille,NOM,s,9.43,1,paj,CVY,2.24390670104301
adjoint,adZw1,adjoint,NOM,s,9.42,1,ad-Zw1,VC-CYV,2.242845704243178
archive,aRSiv,archive,NOM,s,9.42,1,aR-Siv,VC-CVC,2.242845704243178
longueur,l§g2R,longueur,NOM,s,9.42,1,l§-g2R,CV-CVC,2.242845704243178
institution,1stitysj§,institution,NOM,s,9.41,1,1s-ti-ty-sj§,VC-CV-CV-CYV,2.2417835805333834
raisin,Rez1,raisin,NOM,s,9.4,1,Re-z1,CV-CV,2.2407203275172445
convoi,k§vwa,convoi,NOM,s,9.39,1,k§-vwa,CV-CYV,2.2396559427907277
grenier,gR°nje,grenier,NOM,s,9.39,1,gR°-nje,CCV-CYV,2.2396559427907277
femelle,f°mel,femelle,NOM,s,9.38,1,f°-mel,CV-CVC,2.238590423942116
loyauté,lwajote,loyauté,NOM,s,9.38,1,lwa-jo-te,CYV-YV-CV,2.238590423942116
psychopathe,psikopat,psychopathe,NOM,s,9.38,1,psi-ko-pat,CCV-CV-CVC,2.238590423942116
intuition,1t8isj§,intuition,NOM,s,9.37,1,1-t8i-sj§,V-CYV-CYV,2.2375237685519727
rabbin,Rab1,rabbin,NOM,s,9.36,1,Ra-b1,CV-CV,2.2364559741931136
bouquet,buke,bouquet,NOM,s,9.35,1,bu-ke,CV-CV,2.2353870384305683
farce,faRs,farce,NOM,s,9.35,1,faRs,CVCC,2.2353870384305683
hémorragie,emoRaZi,hémorragie,NOM,s,9.35,1,e-mo-Ra-Zi,V-CV-CV-CV,2.2353870384305683
navette,navet,navette,NOM,s,9.35,1,na-vet,CV-CVC,2.2353870384305683
oreiller,oReje,oreiller,NOM,s,9.34,1,o-Re-je,V-CV-YV,2.2343169588215512
frite,fRit,frite,NOM,s,9.33,1,fRit,CCVC,2.233245732915426
boxe,boks,boxe,NOM,s,9.32,1,boks,CVCC,2.232173358253672
dinde,d1d,dinde,NOM,s,9.32,1,d1d,CVC,2.232173358253672
condamné,k§dane,condamné,NOM,s,9.31,1,k§-da-ne,CV-CV-CV,2.2310998323698508
rail,Raj,rail,NOM,s,9.31,1,Raj,CVY,2.2310998323698508
décharge,deSaRZ,décharge,NOM,s,9.3,1,de-SaRZ,CV-CVCC,2.2300251527895725
mallette,malet,mallette,NOM,s,9.3,1,ma-let,CV-CVC,2.2300251527895725
escroc,eskRo,escroc,NOM,s,9.27,1,es-kRo,VC-CCV,2.2267941670060947
crocodile,kRokodil,crocodile,NOM,s,9.26,1,kRo-ko-dil,CCV-CV-CVC,2.225714847735847
vocation,vokasj§,vocation,NOM,s,9.26,1,vo-ka-sj§,CV-CV-CYV,2.225714847735847
fatigue,fatig,fatigue,NOM,s,9.25,1,fa-tig,CV-CVC,2.224634362276708
charbon,SaRb§,charbon,NOM,s,9.24,1,SaR-b§,CVC-CV,2.2235527081058524
ralenti,Ral@ti,ralenti,NOM,s,9.2,1,Ra-l@-ti,CV-CV-CV,2.2192143535611386
égard,egaR,égard,NOM,s,9.19,1,e-gaR,V-CVC,2.218126817701212
aspirine,aspiRin,aspirine,NOM,s,9.18,1,as-pi-Rin,VC-CV-CVC,2.2170380978192554
fantasme,f@tasm,fantasme,NOM,s,9.18,1,f@-tasm,CV-CVCC,2.2170380978192554
gym,Zim,gym,NOM,s,9.18,1,Zim,CVC,2.2170380978192554
manoeuvre,man2vR,manoeuvre,NOM,s,9.17,1,ma-n2vR,CV-CVCC,2.2159481913343217
garantie,gaR@ti,garantie,NOM,s,9.16,1,ga-R@-ti,CV-CV-CV,2.2148570956570164
compétition,k§petisj§,compétition,NOM,s,9.15,1,k§-pe-ti-sj§,CV-CV-CV-CYV,2.213764808189458
barrière,baRjeR,barrière,NOM,s,9.13,1,ba-RjeR,CV-CYVC,2.2115766474494136
abeille,abej,abeille,NOM,s,9.11,1,a-bej,V-CVY,2.209383688160029
planque,pl@k,planque,NOM,s,9.1,1,pl@k,CCVC,2.2082854024734146
vainqueur,v1k2R,vainqueur,NOM,s,9.1,1,v1-k2R,CV-CVC,2.2082854024734146
graisse,gRes,graisse,NOM,s,9.09,1,gRes,CCVC,2.207185909228986
grenouille,gR°nuj,grenouille,NOM,s,9.09,1,gR°-nuj,CCV-CVY,2.207185909228986
bingo,biGo,bingo,NOM,s,9.08,1,bi-Go,CV-CV,2.206085205768416
destinée,destine,destinée,NOM,s,9.08,1,des-ti-ne,CVC-CV-CV,2.206085205768416
atterrissage,ateRisaZ,atterrissage,NOM,s,9.06,1,a-te-Ri-saZ,V-CV-CV-CVC,2.203880157521569
fantastique,f@tastik,fantastique,NOM,s,9.06,1,f@-tas-tik,CV-CVC-CVC,2.203880157521569
vertige,veRtiZ,vertige,NOM,s,9.06,1,veR-tiZ,CVC-CVC,2.203880157521569
épidémie,epidemi,épidémie,NOM,s,9.05,1,e-pi-de-mi,V-CV-CV-CV,2.202775807374544
horizon,oRiz§,horizon,NOM,s,9.04,1,o-Ri-z§,V-CV-CV,2.2016702362898046
