ortho,phon,lemme,cgram,nombre,freqlemfilms2,islem,syll,cv-cv,logfreq
crevette,kR°vet,crevette,NOM,s,9.03,1,kR°-vet,CCV-CVC,2.200563441564696
frangin,fR@Z1,frangin,NOM,s,9.03,1,fR@-Z1,CCV-CV,2.200563441564696
pince,p1s,pince,NOM,s,9.0,1,p1s,CVC,2.1972356883856023
caserne,kazeRn,caserne,NOM,s,8.99,1,ka-zeRn,CV-CVCC,2.1961239718921863
injection,1Zeksj§,injection,NOM,s,8.98,1,1-Zek-sj§,V-CVC-CYV,2.195011018109566
bénéfice,benefis,bénéfice,NOM,s,8.97,1,be-ne-fis,CV-CV-CVC,2.193896824280581
hypothèse,ipotez,hypothèse,NOM,s,8.97,1,i-po-tez,V-CV-CVC,2.193896824280581
générateur,ZeneRat2R,générateur,NOM,s,8.96,1,Ze-ne-Ra-t2R,CV-CV-CV-CVC,2.1927813876388447
caprice,kapRis,caprice,NOM,s,8.94,1,ka-pRis,CV-CCVC,2.19054677480519
horaire,oReR,horaire,NOM,s,8.94,1,o-ReR,V-CVC,2.19054677480519
réplique,Replik,réplique,NOM,s,8.94,1,Re-plik,CV-CCVC,2.19054677480519
bravo,bRavo,bravo,NOM,s,8.93,1,bRa-vo,CCV-CV,2.189427593033995
contrôleur,k§tRol2R,contrôleur,NOM,s,8.93,1,k§-tRo-l2R,CV-CCV-CVC,2.189427593033995
aîné,ene,aîné,NOM,s,8.92,1,e-ne,V-CV,2.1883071572914097
rasoir,RazwaR,rasoir,NOM,s,8.92,1,Ra-zwaR,CV-CYVC,2.1883071572914097
tronche,tR§S,tronche,NOM,s,8.92,1,tR§S,CCVC,2.1883071572914097
nécessaire,neseseR,nécessaire,NOM,s,8.91,1,ne-se-seR,CV-CV-CVC,2.187185464764293
manifestation,manifestasj§,manifestation,NOM,s,8.9,1,ma-ni-fes-ta-sj§,CV-CV-CVC-CV-CYV,2.1860625126300275
météo,meteo,météo,NOM,s,8.9,1,me-te-o,CV-CV-V,2.1860625126300275
van,van,van,NOM,s,8.9,1,van,CVC,2.1860625126300275
correction,koReksj§,correction,NOM,s,8.89,1,ko-Rek-sj§,CV-CVC-CYV,2.184938298056474
lancement,l@s°m@,lancement,NOM,s,8.88,1,l@-s°-m@,CV-CV-CV,2.1838128182019325
substance,sypst@s,substance,NOM,s,8.87,1,syp-st@s,CVC-CCVC,2.1826860702150963
fermier,feRmje,fermier,NOM,s,8.85,1,feR-mje,CVC-CYV,2.1804287583910282
haricot,aRiko,haricot,NOM,s,8.85,1,a-Ri-ko,V-CV-CV,2.1804287583910282
clan,kl@,clan,NOM,s,8.83,1,kl@,CCV,2.1781663395800535
juré,ZyRe,juré,NOM,s,8.82,1,Zy-Re,CV-CV,2.1770332078229075
requête,R°ket,requête,NOM,s,8.82,1,R°-ket,CV-CVC,2.1770332078229075
rituel,Rit8el,rituel,NOM,s,8.82,1,Ri-t8el,CV-CYVC,2.1770332078229075
appui,ap8i,appui,NOM,s,8.81,1,a-p8i,V-CYV,2.175898790621467
ressource,R°suRs,ressource,NOM,s,8.81,1,R°-suRs,CV-CVCC,2.175898790621467
mineur,min2R,mineur,NOM,s,8.79,1,mi-n2R,CV-CVC,2.1736260881966505
miséricorde,mizeRikoRd,miséricorde,NOM,s,8.79,1,mi-ze-Ri-koRd,CV-CV-CV-CVCC,2.1736260881966505
obsession,opsesj§,obsession,NOM,s,8.79,1,op-se-sj§,VC-CV-CYV,2.1736260881966505
trousse,tRus,trousse,NOM,s,8.79,1,tRus,CCVC,2.1736260881966505
pourboire,puRbwaR,pourboire,NOM,s,8.77,1,puR-bwaR,CVC-CYVC,2.1713482088276352
deal,dil,deal,NOM,s,8.76,1,dil,CVC,2.1702073204082577
initiative,inisjativ,initiative,NOM,s,8.76,1,i-ni-sja-tiv,V-CV-CYV-CVC,2.1702073204082577
colonie,koloni,colonie,NOM,s,8.75,1,ko-lo-ni,CV-CV-CV,2.169065128875646
grandeur,gR@d2R,grandeur,NOM,s,8.75,1,gR@-d2R,CCV-CVC,2.169065128875646
structure,stRyktyR,structure,NOM,s,8.74,1,stRyk-tyR,CCCVC-CVC,2.167921631249586
faculté,fakylte,faculté,NOM,s,8.73,1,fa-kyl-te,CV-CVC-CV,2.1667768245396286
ciseau,sizo,ciseau,NOM,s,8.72,1,si-zo,CV-CV,2.165630705745041
parasite,paRazit,parasite,NOM,s,8.72,1,pa-Ra-zit,CV-CV-CVC,2.165630705745041
boxeur,boks2R,boxeur,NOM,s,8.71,1,bok-s2R,CVC-CVC,2.164483271854762
yankee,j@ki,yankee,NOM,s,8.71,1,j@-ki,YV-CV,2.164483271854762
avenue,av°ny,avenue,NOM,s,8.7,1,a-v°-ny,V-CV-CV,2.163334519847353
détresse,detRes,détresse,NOM,s,8.7,1,de-tRes,CV-CCVC,2.163334519847353
beignet,beNe,beignet,NOM,s,8.69,1,be-Ne,CV-CV,2.162184446690952
entraîneur,@tRen2R,entraîneur,NOM,s,8.69,1,@-tRe-n2R,V-CCV-CVC,2.162184446690952
fourgon,fuRg§,fourgon,NOM,s,8.69,1,fuR-g§,CVC-CV,2.162184446690952
miette,mjet,miette,NOM,s,8.68,1,mjet,CYVC,2.1610330493432226
minable,minabl,minable,NOM,s,8.68,1,mi-nabl,CV-CVCC,2.1610330493432226
représentation,R°pRez@tasj§,représentation,NOM,s,8.67,1,R°-pRe-z@-ta-sj§,CV-CCV-CV-CV-CYV,2.1598803247513088
comptoir,k§twaR,comptoir,NOM,s,8.66,1,k§-twaR,CV-CYVC,2.1587262698517846
concept,k§sept,concept,NOM,s,8.66,1,k§-sept,CV-CVCC,2.1587262698517846
foutaise,futez,foutaise,NOM,s,8.66,1,fu-tez,CV-CVC,2.1587262698517846
rebelle,R°bel,rebelle,NOM,s,8.66,1,R°-bel,CV-CVC,2.1587262698517846
artillerie,aRtij°Ri,artillerie,NOM,s,8.63,1,aR-ti-j°-Ri,VC-CV-YV-CV,2.155256092513718
boche,boS,boche,NOM,s,8.63,1,boS,CVC,2.155256092513718
large,laRZ,large,NOM,s,8.63,1,laRZ,CVCC,2.155256092513718
verdict,veRdikt,verdict,NOM,s,8.63,1,veR-dikt,CVC-CVCC,2.155256092513718
vice-président,vispRezid@,vice-président,NOM,s,8.63,1,vis-pRe-zi-d@,CVC-CCV-CV-CV,2.155256092513718
frisson,fRis§,frisson,NOM,s,8.62,1,fRi-s§,CCV-CV,2.1540966855363854
lard,laR,lard,NOM,s,8.62,1,laR,CVC,2.1540966855363854
registre,R°ZistR,registre,NOM,s,8.62,1,R°-ZistR,CV-CVCCC,2.1540966855363854
addition,adisj§,addition,NOM,s,8.61,1,a-di-sj§,V-CV-CYV,2.152935932774051
portail,poRtaj,portail,NOM,s,8.61,1,poR-taj,CVC-CVY,2.152935932774051
coco,koko,coco,NOM,s,8.58,1,ko-ko,CV-CV,2.149445568443607
comble,k§bl,comble,NOM,s,8.56,1,k§bl,CVCC,2.1471118723284044
fouet,fwe,fouet,NOM,s,8.56,1,fwe,CYV,2.1471118723284044
scanner,skaneR,scanner,NOM,s,8.56,1,ska-neR,CCV-CVC,2.1471118723284044
coke,kok,coke,NOM,s,8.54,1,kok,CVC,2.144772717333795
concentration,k§s@tRasj§,concentration,NOM,s,8.54,1,k§-s@-tRa-sj§,CV-CV-CCV-CYV,2.144772717333795
confusion,k§fyzj§,confusion,NOM,s,8.53,1,k§-fy-zj§,CV-CV-CYV,2.1436010847642955
réservoir,RezeRvwaR,réservoir,NOM,s,8.53,1,Re-zeR-vwaR,CV-CVC-CYVC,2.1436010847642955
autographe,otogRaf,autographe,NOM,s,8.52,1,o-to-gRaf,V-CV-CCVC,2.142428077861547
chantage,S@taZ,chantage,NOM,s,8.51,1,S@-taZ,CV-CVC,2.141253693397558
lessive,lesiv,lessive,NOM,s,8.51,1,le-siv,CV-CVC,2.141253693397558
bien-aimé,bj1neme,bien-aimé,NOM,s,8.5,1,bj1-ne-me,CYV-CV-CV,2.1400779281329494
éditeur,edit2R,éditeur,NOM,s,8.5,1,e-di-t2R,V-CV-CVC,2.1400779281329494
mérite,meRit,mérite,NOM,s,8.49,1,me-Rit,CV-CVC,2.1389007788169043
ruban,Ryb@,ruban,NOM,s,8.49,1,Ry-b@,CV-CV,2.1389007788169043
cote,kot,cote,NOM,s,8.48,1,kot,CVC,2.1377222421871114
littérature,liteRatyR,littérature,NOM,s,8.48,1,li-te-Ra-tyR,CV-CV-CV-CVC,2.1377222421871114
sperme,speRm,sperme,NOM,s,8.47,1,speRm,CCVCC,2.136542314969711
raté,Rate,raté,NOM,s,8.45,1,Ra-te,CV-CV,2.134178275618584
crêpe,kRep,crêpe,NOM,s,8.44,1,kRep,CCVC,2.132994156878907
brosse,bRos,brosse,NOM,s,8.43,1,bRos,CCVC,2.1318086343396105
libération,libeRasj§,libération,NOM,s,8.43,1,li-be-Ra-sj§,CV-CV-CV-CYV,2.1318086343396105
spectateur,spektat2R,spectateur,NOM,s,8.42,1,spek-ta-t2R,CCVC-CV-CVC,2.130621704668271
tank,t@k,tank,NOM,s,8.41,1,t@k,CVC,2.129433364520585
rupture,RyptyR,rupture,NOM,s,8.39,1,Ryp-tyR,CVC-CVC,2.127052439359217
assassinat,asasina,assassinat,NOM,s,8.38,1,a-sa-si-na,V-CV-CV-CV,2.1258598475970163
décor,dekoR,décor,NOM,s,8.38,1,de-koR,CV-CVC,2.1258598475970163
défaite,defet,défaite,NOM,s,8.38,1,de-fet,CV-CVC,2.1258598475970163
joint,Zw1,joint,NOM,s,8.38,1,Zw1,CYV,2.1258598475970163
refuge,R°fyZ,refuge,NOM,s,8.38,1,R°-fyZ,CV-CVC,2.1258598475970163
bijou,biZu,bijou,NOM,s,8.37,1,bi-Zu,CV-CV,2.124665831861316
bonnet,bone,bonnet,NOM,s,8.37,1,bo-ne,CV-CV,2.124665831861316
bazar,bazaR,bazar,NOM,s,8.36,1,ba-zaR,CV-CVC,2.1234703887475574
photographie,fotogRafi,photographie,NOM,s,8.36,1,fo-to-gRa-fi,CV-CV-CCV-CV,2.1234703887475574
borne,boRn,borne,NOM,s,8.35,1,boRn,CVCC,2.1222735148389558
réparation,RepaRasj§,réparation,NOM,s,8.35,1,Re-pa-Ra-sj§,CV-CV-CV-CYV,2.1222735148389558
suggestion,sygZestj§,suggestion,NOM,s,8.35,1,syg-Zes-tj§,CVC-CVC-CYV,2.1222735148389558
mile,majl,mile,NOM,s,8.34,1,majl,CVYC,2.1210752067064447
pressentiment,pRes@tim@,pressentiment,NOM,s,8.34,1,pRe-s@-ti-m@,CCV-CV-CV-CV,2.1210752067064447
sauvetage,sov°taZ,sauvetage,NOM,s,8.32,1,so-v°-taZ,CV-CV-CVC,2.118674273991656
blanche,bl@S°,blanche,NOM,s,8.31,1,bl@-S°,CCV-CV,2.1174716424892965
coordonnée,kooRdone,coordonnée,NOM,s,8.3,1,ko-oR-do-ne,CV-VC-CV-CV,2.1162675629227445
dépêche,depeS,dépêche,NOM,s,8.29,1,de-peS,CV-CVC,2.1150620318006257
meuf,m2f,meuf,NOM,s,8.29,1,m2f,CVC,2.1150620318006257
autel,otel,autel,NOM,s,8.27,1,o-tel,V-CVC,2.1126466008609217
licence,lis@s,licence,NOM,s,8.27,1,li-s@s,CV-CVC,2.1126466008609217
boucher,buSe,boucher,NOM,s,8.26,1,bu-Se,CV-CV,2.1114366939971334
ridicule,Ridikyl,ridicule,NOM,s,8.25,1,Ri-di-kyl,CV-CV-CVC,2.1102253214852493
championnat,S@pjona,championnat,NOM,s,8.24,1,S@-pjo-na,CV-CYV-CV,2.1090124797700707
tremblement,tR@bl°m@,tremblement,NOM,s,8.24,1,tR@-bl°-m@,CCV-CCV-CV,2.1090124797700707
portier,poRtje,portier,NOM,s,8.23,1,poR-tje,CVC-CYV,2.1077981652834463
cookie,kuki,cookie,NOM,s,8.22,1,ku-ki,CV-CV,2.1065823744442116
mémé,meme,mémé,NOM,s,8.21,1,me-me,CV-CV,2.105365103658124
cycle,sikl,cycle,NOM,s,8.2,1,sikl,CVCC,2.1041463493177988
balance,bal@s,balance,NOM,s,8.19,1,ba-l@s,CV-CVC,2.1029261078026464
jésus,Zezy,jésus,NOM,s,8.19,1,Ze-zy,CV-CV,2.1029261078026464
rhume,Rym,rhume,NOM,s,8.17,1,Rym,CVC,2.1004811486990853
décoration,dekoRasj§,décoration,NOM,s,8.15,1,de-ko-Ra-sj§,CV-CV-CV-CYV,2.0980301971161466
crabe,kRab,crabe,NOM,s,8.14,1,kRab,CCVC,2.0968024649512738
pirate,piRat,pirate,NOM,s,8.14,1,pi-Rat,CV-CVC,2.0968024649512738
bataillon,bataj§,bataillon,NOM,s,8.13,1,ba-ta-j§,CV-CV-YV,2.0955732236070745
fonctionnaire,f§ksjoneR,fonctionnaire,NOM,s,8.13,1,f§k-sjo-neR,CVC-CYV-CVC,2.0955732236070745
marrant,maR@,marrant,NOM,s,8.13,1,ma-R@,CV-CV,2.0955732236070745
dynamite,dinamit,dynamite,NOM,s,8.12,1,di-na-mit,CV-CV-CVC,2.0943424693686903
pacte,pakt,pacte,NOM,s,8.12,1,pakt,CVCC,2.0943424693686903
griffe,gRif,griffe,NOM,s,8.11,1,gRif,CCVC,2.093110198507529
pyjama,piZama,pyjama,NOM,s,8.11,1,pi-Za-ma,CV-CV-CV,2.093110198507529
traité,tRete,traité,NOM,s,8.11,1,tRe-te,CCV-CV,2.093110198507529
voyageur,vwajaZ2R,voyageur,NOM,s,8.11,1,vwa-ja-Z2R,CYV-YV-CVC,2.093110198507529
carreau,kaRo,carreau,NOM,s,8.1,1,ka-Ro,CV-CV,2.091876407281198
torche,toRS,torche,NOM,s,8.09,1,toRS,CVCC,2.0906410919334357
évolution,evolysj§,évolution,NOM,s,8.09,1,e-vo-ly-sj§,V-CV-CV-CYV,2.0906410919334357
manager,manadZ2R,manager,NOM,s,8.08,1,ma-nad-Z2R,CV-CVC-CVC,2.0894042486940427
escargot,eskaRgo,escargot,NOM,s,8.07,1,es-kaR-go,VC-CVC-CV,2.0881658737788125
gène,Zen,gène,NOM,s,8.07,1,Zen,CVC,2.0881658737788125
observation,opseRvasj§,observation,NOM,s,8.07,1,op-seR-va-sj§,VC-CVC-CV-CYV,2.0881658737788125
pécheur,peS2R,pécheur,NOM,s,8.07,1,pe-S2R,CV-CVC,2.0881658737788125
bicyclette,bisiklet,bicyclette,NOM,s,8.06,1,bi-si-klet,CV-CV-CCVC,2.0869259633894623
mexicain,meksik1,mexicain,NOM,s,8.06,1,mek-si-k1,CVC-CV-CV,2.0869259633894623
avant,av@,avant,NOM,s,8.05,1,a-v@,V-CV,2.085684513713564
cambriolage,k@bRijolaZ,cambriolage,NOM,s,8.05,1,k@-bRi-jo-laZ,CV-CCV-YV-CVC,2.085684513713564
défilé,defile,défilé,NOM,s,8.05,1,de-fi-le,CV-CV-CV,2.085684513713564
détecteur,detekt2R,détecteur,NOM,s,8.05,1,de-tek-t2R,CV-CVC-CVC,2.085684513713564
résidence,Rezid@s,résidence,NOM,s,8.04,1,Re-zi-d@s,CV-CV-CVC,2.084441520924471
superbe,sypeRb,superbe,NOM,s,8.04,1,sy-peRb,CV-CVCC,2.084441520924471
finance,fin@s,finance,NOM,s,8.03,1,fi-n@s,CV-CVC,2.083196981181253
pétasse,petas,pétasse,NOM,s,8.03,1,pe-tas,CV-CVC,2.083196981181253
tailleur,taj2R,tailleur,NOM,s,8.03,1,ta-j2R,CV-YVC,2.083196981181253
volontaire,vol§teR,volontaire,NOM,s,8.03,1,vo-l§-teR,CV-CV-CVC,2.083196981181253
apparition,apaRisj§,apparition,NOM,s,8.02,1,a-pa-Ri-sj§,V-CV-CV-CYV,2.081950890628618
bidon,bid§,bidon,NOM,s,8.02,1,bi-d§,CV-CV,2.081950890628618
maudit,modi,maudit,NOM,s,8.02,1,mo-di,CV-CV,2.081950890628618
oubli,ubli,oubli,NOM,s,8.02,1,u-bli,V-CCV,2.081950890628618
trompette,tR§pet,trompette,NOM,s,8.02,1,tR§-pet,CCV-CVC,2.081950890628618
vapeur,vap2R,vapeur,NOM,s,8.02,1,va-p2R,CV-CVC,2.081950890628618
mobile,mobil,mobile,NOM,s,8.01,1,mo-bil,CV-CVC,2.0807032453968453
exploit,eksplwa,exploit,NOM,s,8.0,1,ek-splwa,VC-CCCYV,2.0794540416017115
embrouille,@bRuj,embrouille,NOM,s,7.99,1,@-bRuj,V-CCVY,2.078203275344419
couvert,kuveR,couvert,NOM,s,7.98,1,ku-veR,CV-CVC,2.076950942711522
légiste,leZist,légiste,NOM,s,7.97,1,le-Zist,CV-CVCC,2.075697039774853
tumeur,tym2R,tumeur,NOM,s,7.96,1,ty-m2R,CV-CVC,2.0744415625914505
croyance,kRwaj@s,croyance,NOM,s,7.95,1,kRwa-j@s,CCYV-YVC,2.0731845072034827
farine,faRin,farine,NOM,s,7.95,1,fa-Rin,CV-CVC,2.0731845072034827
répondeur,Rep§d2R,répondeur,NOM,s,7.95,1,Re-p§-d2R,CV-CV-CVC,2.0731845072034827
banlieue,b@lj2,banlieue,NOM,s,7.92,1,b@-lj2,CV-CYV,2.0694038320092503
fosse,fos,fosse,NOM,s,7.92,1,fos,CVC,2.0694038320092503
remplaçant,R@plas@,remplaçant,NOM,s,7.92,1,R@-pla-s@,CV-CCV-CV,2.0694038320092503
rive,Riv,rive,NOM,s,7.92,1,Riv,CVC,2.0694038320092503
barman,baRman,barman,NOM,s,7.91,1,baR-man,CVC-CVC,2.0681404239246817
principal,pR1sipal,principal,NOM,s,7.91,1,pR1-si-pal,CCV-CV-CVC,2.0681404239246817
mâchoire,maSwaR,mâchoire,NOM,s,7.9,1,ma-SwaR,CV-CYVC,2.066875417620709
distributeur,distRibyt2R,distributeur,NOM,s,7.88,1,dis-tRi-by-t2R,CVC-CCV-CV-CVC,2.064340594144596
fracture,fRaktyR,fracture,NOM,s,7.88,1,fRak-tyR,CCVC-CVC,2.064340594144596
hallucination,alysinasj§,hallucination,NOM,s,7.88,1,a-ly-si-na-sj§,V-CV-CV-CV-CYV,2.064340594144596
jaune,Zon,jaune,NOM,s,7.88,1,Zon,CVC,2.064340594144596
présentation,pRez@tasj§,présentation,NOM,s,7.88,1,pRe-z@-ta-sj§,CCV-CV-CV-CYV,2.064340594144596
rouble,Rubl,rouble,NOM,s,7.88,1,Rubl,CVCC,2.064340594144596
fureur,fyR2R,fureur,NOM,s,7.87,1,fy-R2R,CV-CVC,2.06307076882889
laser,lazeR,laser,NOM,s,7.87,1,la-zeR,CV-CVC,2.06307076882889
carnaval,kaRnaval,carnaval,NOM,s,7.86,1,kaR-na-val,CVC-CV-CVC,2.0617993290064933
timbre,t1bR,timbre,NOM,s,7.86,1,t1bR,CVCC,2.0617993290064933
baby-sitter,babisit2R,baby-sitter,NOM,s,7.85,1,ba-bi-si-t2R,CV-CV-CV-CVC,2.060526270566682
soupir,supiR,soupir,NOM,s,7.85,1,su-piR,CV-CVC,2.060526270566682
billard,bijaR,billard,NOM,s,7.84,1,bi-jaR,CV-YVC,2.0592515893830114
coucher,kuSe,coucher,NOM,s,7.8,1,ku-Se,CV-CV,2.0541365541261842
description,deskRipsj§,description,NOM,s,7.8,1,des-kRip-sj§,CVC-CCVC-CYV,2.0541365541261842
inspection,1speksj§,inspection,NOM,s,7.8,1,1s-pek-sj§,VC-CVC-CYV,2.0541365541261842
nuque,nyk,nuque,NOM,s,7.8,1,nyk,CVC,2.0541365541261842
corne,koRn,corne,NOM,s,7.79,1,koRn,CVCC,2.0528536967707387
surnom,syRn§,surnom,NOM,s,7.79,1,syR-n§,CVC-CV,2.0528536967707387
effraction,efRaksj§,effraction,NOM,s,7.76,1,e-fRak-sj§,V-CCVC-CYV,2.048995220710034
perfection,peRfeksj§,perfection,NOM,s,7.76,1,peR-fek-sj§,CVC-CVC-CYV,2.048995220710034
péril,peRil,péril,NOM,s,7.76,1,pe-Ril,CV-CVC,2.048995220710034
moulin,mul1,moulin,NOM,s,7.75,1,mu-l1,CV-CV,2.047705746507816
baguette,baget,baguette,NOM,s,7.74,1,ba-get,CV-CVC,2.0464146074148153
braquage,bRakaZ,braquage,NOM,s,7.74,1,bRa-kaZ,CCV-CVC,2.0464146074148153
mac,mak,mac,NOM,s,7.74,1,mak,CVC,2.0464146074148153
trajet,tRaZe,trajet,NOM,s,7.74,1,tRa-Ze,CCV-CV,2.0464146074148153
buisson,b8is§,buisson,NOM,s,7.73,1,b8i-s§,CYV-CV,2.0451217991262616
fontaine,f§ten,fontaine,NOM,s,7.72,1,f§-ten,CV-CVC,2.043827317320666
media,medja,media,NOM,s,7.72,1,me-dja,CV-CYV,2.043827317320666
balade,balad,balade,NOM,s,7.71,1,ba-lad,CV-CVC,2.0425311576597385
sentence,s@t@s,sentence,NOM,s,7.7,1,s@-t@s,CV-CVC,2.0412333157882947
célibataire,selibateR,célibataire,NOM,s,7.69,1,se-li-ba-teR,CV-CV-CV-CVC,2.039933787334173
bip,bip,bip,NOM,s,7.68,1,bip,CVC,2.038632567908144
sympathie,s1pati,sympathie,NOM,s,7.68,1,s1-pa-ti,CV-CV-CV,2.038632567908144
politicien,politisj1,politicien,NOM,s,7.67,1,po-li-ti-sj1,CV-CV-CV-CYV,2.0373296531038214
ampoule,@pul,ampoule,NOM,s,7.66,1,@-pul,V-CVC,2.0360250384975735
baise,bez,baise,NOM,s,7.66,1,bez,CVC,2.0360250384975735
festival,festival,festival,NOM,s,7.65,1,fes-ti-val,CVC-CV-CVC,2.0347187196484326
group,gRup,group,NOM,s,7.65,1,gRup,CCVC,2.0347187196484326
révérend,ReveR@,révérend,NOM,s,7.64,1,Re-ve-R@,CV-CV-CV,2.033410692098004
barreau,baRo,barreau,NOM,s,7.61,1,ba-Ro,CV-CV,2.029476312391725
démonstration,dem§stRasj§,démonstration,NOM,s,7.61,1,de-m§s-tRa-sj§,CV-CVC-CCV-CYV,2.029476312391725
gratitude,gRatityd,gratitude,NOM,s,7.61,1,gRa-ti-tyd,CCV-CV-CVC,2.029476312391725
sermon,seRm§,sermon,NOM,s,7.61,1,seR-m§,CVC-CV,2.029476312391725
séquence,sek@s,séquence,NOM,s,7.61,1,se-k@s,CV-CVC,2.029476312391725
démission,demisj§,démission,NOM,s,7.6,1,de-mi-sj§,CV-CV-CYV,2.028161405100458
humiliation,ymiljasj§,humiliation,NOM,s,7.6,1,y-mi-lja-sj§,V-CV-CYV-CYV,2.028161405100458
arbitre,aRbitR,arbitre,NOM,s,7.59,1,aR-bitR,VC-CVCC,2.0268447665513123
capote,kapot,capote,NOM,s,7.59,1,ka-pot,CV-CVC,2.0268447665513123
cliché,kliSe,cliché,NOM,s,7.59,1,kli-Se,CCV-CV,2.0268447665513123
impatience,1pasj@s,impatience,NOM,s,7.59,1,1-pa-sj@s,V-CV-CYVC,2.0268447665513123
round,Rund,round,NOM,s,7.59,1,Rund,CVCC,2.0268447665513123
établissement,etablis°m@,établissement,NOM,s,7.59,1,e-ta-bli-s°-m@,V-CV-CCV-CV-CV,2.0268447665513123
caleçon,kals§,caleçon,NOM,s,7.58,1,kal-s§,CVC-CV,2.025526392179396
gravité,gRavite,gravité,NOM,s,7.58,1,gRa-vi-te,CCV-CV-CV,2.025526392179396
poire,pwaR,poire,NOM,s,7.58,1,pwaR,CYVC,2.025526392179396
cargaison,kaRgez§,cargaison,NOM,s,7.57,1,kaR-ge-z§,CVC-CV-CV,2.0242062774017358
quarantaine,kaR@ten,quarantaine,NOM,s,7.57,1,ka-R@-ten,CV-CV-CVC,2.0242062774017358
cerf,seR,cerf,NOM,s,7.56,1,seR,CVC,2.022884417617186
fardeau,faRdo,fardeau,NOM,s,7.56,1,faR-do,CVC-CV,2.022884417617186
gentillesse,Z@tijes,gentillesse,NOM,s,7.56,1,Z@-ti-jes,CV-CV-YVC,2.022884417617186
préfet,pRefe,préfet,NOM,s,7.56,1,pRe-fe,CCV-CV,2.022884417617186
tentation,t@tasj§,tentation,NOM,s,7.56,1,t@-ta-sj§,CV-CV-CYV,2.022884417617186
coquin,kok1,coquin,NOM,s,7.55,1,ko-k1,CV-CV,2.021560808206331
orphelin,oRf°l1,orphelin,NOM,s,7.55,1,oR-f°-l1,VC-CV-CV,2.021560808206331
châtiment,Satim@,châtiment,NOM,s,7.54,1,Sa-ti-m@,CV-CV-CV,2.020235444531387
duel,d8el,duel,NOM,s,7.54,1,d8el,CYVC,2.020235444531387
dodo,dodo,dodo,NOM,s,7.53,1,do-do,CV-CV,2.0189083219361046
forteresse,foRt°Res,forteresse,NOM,s,7.53,1,foR-t°-Res,CVC-CV-CVC,2.0189083219361046
fourrure,fuRyR,fourrure,NOM,s,7.53,1,fu-RyR,CV-CVC,2.0189083219361046
pellicule,pelikyl,pellicule,NOM,s,7.52,1,pe-li-kyl,CV-CV-CVC,2.017579435745673
gitan,Zit@,gitan,NOM,s,7.5,1,Zi-t@,CV-CV,2.01491635378671
maquereau,mak°Ro,maquereau,NOM,s,7.5,1,ma-k°-Ro,CV-CV-CV,2.01491635378671
nettoyage,netwajaZ,nettoyage,NOM,s,7.5,1,ne-twa-jaZ,CV-CYV-YVC,2.01491635378671
plancher,pl@Se,plancher,NOM,s,7.5,1,pl@-Se,CCV-CV,2.01491635378671
poussin,pus1,poussin,NOM,s,7.5,1,pu-s1,CV-CV,2.01491635378671
ruisseau,R8iso,ruisseau,NOM,s,7.5,1,R8i-so,CYV-CV,2.01491635378671
épave,epav,épave,NOM,s,7.5,1,e-pav,V-CVC,2.01491635378671
autre,otR,autre,NOM,s,7.48,1,otR,VCC,2.012246160880979
dope,dop,dope,NOM,s,7.47,1,dop,CVC,2.0109083859359793
girl,g2Rl,girl,NOM,s,7.47,1,g2Rl,CVCC,2.0109083859359793
hamburger,@buRg2R,hamburger,NOM,s,7.47,1,@-buR-g2R,V-CVC-CVC,2.0109083859359793
réflexion,Refleksj§,réflexion,NOM,s,7.47,1,Re-flek-sj§,CV-CCVC-CYV,2.0109083859359793
provision,pRovizj§,provision,NOM,s,7.46,1,pRo-vi-zj§,CCV-CV-CYV,2.009568818951563
attraction,atRaksj§,attraction,NOM,s,7.45,1,a-tRak-sj§,V-CCVC-CYV,2.0082274551201746
offense,of@s,offense,NOM,s,7.45,1,o-f@s,V-CVC,2.0082274551201746
convention,k§v@sj§,convention,NOM,s,7.44,1,k§-v@-sj§,CV-CV-CYV,2.006884289614888
chapelle,Sapel,chapelle,NOM,s,7.42,1,Sa-pel,CV-CVC,2.0041925341774225
confiture,k§fityR,confiture,NOM,s,7.41,1,k§-fi-tyR,CV-CV-CVC,2.002843934493588
servant,seRv@,servant,NOM,s,7.41,1,seR-v@,CVC-CV,2.002843934493588
toucher,tuSe,toucher,NOM,s,7.41,1,tu-Se,CV-CV,2.002843934493588
glaçon,glas§,glaçon,NOM,s,7.4,1,gla-s§,CCV-CV,2.001493513632331
bec,bek,bec,NOM,s,7.39,1,bek,CVC,2.000141266668286
cadet,kade,cadet,NOM,s,7.39,1,ka-de,CV-CV,2.000141266668286
visa,viza,visa,NOM,s,7.39,1,vi-za,CV-CV,2.000141266668286
calmant,kalm@,calmant,NOM,s,7.38,1,kal-m@,CVC-CV,1.9987871886560802
figue,fig,figue,NOM,s,7.38,1,fig,CVC,1.9987871886560802
inspiration,1spiRasj§,inspiration,NOM,s,7.38,1,1s-pi-Ra-sj§,VC-CV-CV-CYV,1.9987871886560802
investissement,1vestis°m@,investissement,NOM,s,7.38,1,1-ves-ti-s°-m@,V-CVC-CV-CV-CV,1.9987871886560802
parapluie,paRapl8i,parapluie,NOM,s,7.38,1,pa-Rap-l8i,CV-CVC-CYV,1.9987871886560802
élite,elit,élite,NOM,s,7.38,1,e-lit,V-CVC,1.9987871886560802
